velocity
7.07107
7.07107
7.07107
7.07107
7.07107
7.07107
7.07107
7.07107
7.07107
7.07107
7.07107
7.07107
26.4384
26.4384
26.4384
26.4384
26.4384
26.4384
26.4384
26.4384
28.8479
28.8479
28.8479
28.8479
28.8479
28.8479
28.8479
28.8479
31.2638
31.2638
31.2638
31.2638
31.2638
31.2638
31.2638
31.2638
33.6846
33.6846
33.6846
33.6846
33.6846
33.6846
33.6846
33.6846
36.1104
36.1104
36.1104
36.1104
36.1104
36.1104
36.1104
36.1104
38.5383
38.5383
38.5383
38.5383
38.5383
38.5383
38.5383
38.5383
40.9689
40.9689
40.9689
40.9689
40.9689
40.9689
40.9689
40.9689
43.4016
43.4016
43.4016
43.4016
43.4016
43.4016
43.4016
43.4016
45.8362
45.8362
45.8362
45.8362
45.8362
45.8362
45.8362
45.8362
48.2723
48.2723
48.2723
48.2723
48.2723
48.2723
48.2723
48.2723
50.7098
50.7098
50.7098
50.7098
50.7098
50.7098
50.7098
50.7098
53.1484
53.1484
53.1484
53.1484
53.1484
53.1484
53.1484
53.1484
55.5881
55.5881
55.5881
55.5881
55.5881
55.5881
55.5881
55.5881
58.0317
58.0317
58.0317
58.0317
58.0317
58.0317
58.0317
58.0317
60.473
60.473
60.473
60.473
60.473
60.473
60.473
60.473
62.9149
62.9149
62.9149
62.9149
62.9149
62.9149
62.9149
62.9149
65.3575
65.3575
65.3575
65.3575
65.3575
65.3575
65.3575
65.3575
67.8006
67.8006
67.8006
67.8006
67.8006
67.8006
67.8006
67.8006
70.2442
70.2442
70.2442
70.2442
70.2442
70.2442
70.2442
70.2442
72.6882
72.6882
72.6882
72.6882
72.6882
72.6882
72.6882
72.6882
75.1326
75.1326
75.1326
75.1326
75.1326
75.1326
75.1326
75.1326
77.5773
77.5773
77.5773
77.5773
77.5773
77.5773
77.5773
77.5773
80.0445
80.0445
75.1742
84.635
80.0445
80.0445
80.0445
80.0445
82.4899
82.4899
82.4899
82.4899
84.9355
84.9355
84.9355
84.9355
87.3814
87.3814
87.3814
87.3814
89.8275
89.8275
89.8275
89.8275
92.2738
92.2738
92.2738
92.2738
94.7203
94.7203
94.7203
94.7203
97.167
97.167
97.167
97.167
99.6138
99.6138
99.6138
99.6138
99.6138
99.6138
99.6138
99.6138
102.061
102.061
102.061
102.061
102.061
102.061
102.061
102.061
104.508
104.508
104.508
104.508
106.955
106.955
106.955
106.955
109.403
109.403
109.403
109.403
111.85
111.85
111.85
111.85
114.298
114.298
114.298
114.298
116.746
116.746
116.746
116.746
119.193
119.193
119.193
119.193
121.641
121.641
121.641
121.641
124.089
124.089
124.089
124.089
126.537
126.537
126.537
126.537
128.985
128.985
128.985
128.985
131.434
131.434
131.434
131.434
133.882
133.882
133.882
133.882
136.33
136.33
136.33
136.33
138.779
138.779
138.779
138.779
141.227
141.227
141.227
141.227
143.676
143.676
143.676
143.676
146.124
146.124
146.124
146.124
148.573
148.573
148.573
148.573
151.021
151.021
154.978
146.958
153.47
153.47
153.47
153.47
155.919
155.919
155.919
155.919
158.368
158.368
158.368
158.368
160.816
160.816
160.816
160.816
158.368
150.822
183.119
119.561
163.265
163.265
163.265
163.265
165.714
165.714
165.714
165.714
168.163
168.163
168.163
168.163
170.612
170.612
170.612
170.612
173.061
173.061
173.061
173.061
175.221
175.51
196.887
150.803
175.51
175.51
175.51
175.51
177.959
177.959
177.959
177.959
180.408
180.408
180.408
180.408
182.857
182.857
182.857
182.857
185.306
185.306
185.306
185.306
187.755
187.755
187.755
187.755
190.205
190.205
190.205
190.205
50.2562
204.9
143.377
154.767
143.531
138.634
138.634
143.531
148.182
116.541
55.0077
180.316
244.235
56.9319
134.93
211.39
114.687
278.529
122.131
275.346
103.685
8.11381
9.17168
103.596
288.328
188.976
280.91
199.836
249.054
303.106
300.785
251.852
315.354
305.556
317.367
303.465
132.148
317.804
305.681
158.182
307.933
163.467
321.549
134.724
40.7704
225.095
157.917
165.506
153.017
40.7698
40.5533
153.075
79.4218
295.002
180.075
246.794
75.6304
25.8968
35.8385
71.4577
256.788
133.057
256.608
133.403
71.934
106.66
46.9992
119.758
21.3819
265.919
259.78
60.6993
227.754
217.814
190.609
250.964
230.698
233.817
213.003
250.043
162.221
94.7909
109.888
152.4
157.238
65.9595
122.616
118.489
216.48
189.869
213.436
193.284
114.47
231.09
121.027
227.725
146.751
79.2283
70.367
151.2
179.657
122.66
203.982
75.5889
199.664
154.56
94.793
234.027
41.9463
118.687
109.735
61.6807
226.499
196.15
160.04
253.305
123.729
112.359
106.844
128.521
150.84
258.757
276.503
115.127
115.209
132.752
84.6928
154.024
313.662
109.828
148.914
297.104
72.4732
187.541
130.401
153.035
151.643
134.302
184.797
82.9618
137.016
265.501
236.742
182.256
59.2666
192.253
181.571
86.6344
153.046
31.3001
20.6323
154.846
250.275
162.481
204.878
216.939
222.294
151.215
239.293
122.555
185.165
80.3073
171.756
105.996
189.781
164.5
161.288
192.519
161.288
99.4587
84.8627
169.423
67.7638
199.948
185.278
101.209
240.693
121.867
239.514
124.169
65.4035
206.583
154.413
152.023
211.742
121.201
170.029
174.971
104.516
273.412
125.445
264.464
207.493
209.719
152.533
252.525
111.41
249.889
141.143
234.383
103.284
84.076
23.9207
131.012
177.106
153.848
75.749
222.031
208.739
199.809
101.704
270.466
114.011
129.863
169.473
33.7928
94.8295
231.323
223.846
111.336
272.801
52.5898
109.634
255.277
62.3364
214.377
194.811
109.049
329.845
23.6161
286.739
164.731
279.888
241.836
83.2785
360.398
65.9008
282.539
224.983
183.177
212.002
263.872
235.319
243.307
274.62
194.907
245.596
230.408
36.0948
154.829
86.1392
133.622
207.045
270.078
189.577
282.614
145.173
74.6405
59.3904
152.05
256.808
122.916
201.504
201.134
62.2887
153.295
49.6629
157.838
97.642
299.331
225.105
220.139
225.105
133.218
239.862
104.332
219.859
102.896
187.092
154.667
105.168
222.138
181.692
165.511
100.925
163.982
132.393
139.815
131.558
201.379
155.727
183.331
123.809
178.614
90.0349
197.801
78.7965
126.014
132.377
67.5631
218.972
201.623
294.973
39.8913
236.786
47.0009
117.893
210.661
302.32
215.342
218.975
299.698
103.216
146.85
159.23
82.8514
221.63
83.8728
174.992
159.789
38.8079
85.0237
83.1694
42.6373
316.398
87.6587
278.74
173.48
115.796
157.622
172.4
92.3655
185.836
214.588
218.4
181.34
195.17
292.289
226.008
269.155
104.166
314.824
204.646
260.93
213.875
106.461
233.054
52.5591
229.461
126.199
110.642
237.354
55.9439
165.588
160.178
69.9427
287.423
148.244
272.084
174.81
276.559
33.759
99.1731
260.364
213.143
249.392
267.768
189.543
67.6314
246.619
208.954
147.423
143.825
152.735
174.134
117.008
101.692
67.226
103.586
64.2681
127.429
140.574
119.003
147.775
291.678
171.71
264.268
211.477
246.533
91.7599
90.6658
246.938
112.258
171.493
167.19
118.572
148.964
94.036
136.757
111.043
198.262
123.949
183.609
144.772
93.0984
116.679
89.4565
119.494
128.4
234.688
211.438
163.886
117.769
88.0931
136.87
53.8198
184.78
209.406
222.677
168.551
190.747
227.462
217.633
201.89
74.9856
163.882
161.08
80.8288
230.38
142.024
143.327
229.571
154.692
64.3778
96.7132
136.823
195.976
82.3993
131.419
167.109
75.3282
249.057
198.974
167.67
166.452
158.987
90.3925
211.689
211.689
204.436
224.103
190.747
117.618
188.537
200.124
96.5967
242.129
270.892
206.056
299.249
50.8162
89.1718
51.9992
88.4872
141.868
100.679
139.686
103.685
175.409
171.31
116.551
215.711
85.37
83.9548
89.9441
79.0348
53.5335
158.141
28.0834
164.578
159.204
140.898
127.597
170.05
226.276
207.912
93.7867
292.63
176.404
165.567
48.3246
237.057
289.398
148.999
287.962
151.755
121.886
129.815
165.742
65.0967
24.8463
197.892
60.6904
189.988
59.0578
163.575
113.95
131.377
218.031
293.432
360.526
60.5051
133.48
136.906
185.192
47.583
185.669
102.185
153.827
145.78
204.278
92.8925
193.577
113.519
226.726
128.199
84.3444
246.426
77.1157
256.302
260.848
59.9661
145.472
203.026
227.034
104.102
209.937
204.336
221.309
191.962
134.741
177.683
175.318
137.804
256.492
32.665
32.206
256.55
172.802
107.663
144.36
143.569
230.234
50.6183
65.4717
226.459
127.394
47.5421
33.2834
131.84
173
103.177
47.1901
195.825
117.86
236.146
186.815
186.43
40.9568
216.392
96.2313
198.097
93.3816
199.968
202.607
87.5102
193.633
214.071
280.89
66.4909
268.348
107.367
267.049
110.558
188.986
210.895
181.22
217.604
204.813
235.401
263.201
167.592
219.469
110.292
134.028
205.834
157.2
139.822
197.431
72.6853
207.556
226.472
282.877
119.789
279.366
91.0397
164.669
243.347
264.775
154.945
276.421
133.06
250.981
83.9932
126.27
232.598
150.544
226.179
258.111
84.8476
322.663
160.984
165.654
320.29
241.846
182.492
251.682
168.668
158.48
164.001
178.557
141.878
80.7055
153.994
153.523
81.5979
176.108
130.017
87.0718
200.84
164.946
36.2788
28.9222
166.394
79.0719
175.892
188.781
39.3986
13.6629
147.799
83.3541
122.814
11.6017
309.499
270.162
151.449
267.872
90.4298
237.765
152.973
311.194
135.974
209.123
267.578
246.334
182.888
258.442
165.337
206.043
137.2
127.3
212.302
165.675
204.86
234.67
119.774
212.469
99.2147
111.603
206.231
88.4938
200.469
119.377
183.76
119.436
131.941
109.61
140.21
119.081
145.668
182.28
46.6203
108.9
245.567
216.886
158.502
151.238
140.867
120.459
167.947
75.8802
115.948
122.542
64.6929
37.2139
156.259
149.557
58.6037
197.408
93.5241
68.6608
207.37
216.273
230.195
272.459
159.782
61.5101
116.69
116.508
61.855
224.225
181.938
115.019
264.856
204.122
321.207
275.401
262.667
360.966
172.671
361.376
171.811
273.696
260.303
236.259
294.701
233.927
292.911
277.017
252.548
256.228
295.965
306.455
243.584
275.296
250.213
105.565
356.722
250.582
195.238
301.105
101.219
223.434
152.461
143.437
229.331
184.927
202.748
111.667
250.669
84.0525
254.697
155.648
218.424
139.1
296.621
283.085
164.912
204.473
270.414
233.407
245.875
76.8686
155.981
167.177
47.8601
290.657
74.0843
196.194
226.887
108.001
156.348
118.258
148.741
130.314
200.459
238.437
17.7013
167.701
145.348
202.778
90.1714
246.878
107.435
16.2744
268.749
216.249
62.6372
214.075
69.707
77.5946
172.406
87.8163
167.431
166.382
81.5009
89.0689
162.457
187.8
115.934
45.542
215.952
115.619
69.7717
82.0191
107.279
188.748
255.671
165.348
271.392
221.626
121.635
224.508
116.23
169.921
73.5127
77.9679
167.923
52.4006
194.351
150.039
134.189
217.341
172.264
160.494
226.172
337.143
269.423
369.416
223.128
368.237
151.59
379.477
120.725
247.811
367.777
251.65
365.161
101.191
229.917
47.3821
246.691
233.639
268.528
165.319
315.221
82.5106
10.7638
50.8648
65.8531
85.4725
306.192
272.138
164.316
89.5185
168.231
171.821
82.4195
255.288
185.856
296.445
108.788
33.4568
175.887
165.742
67.716
278.657
38.2419
255.219
118.217
199.538
148.172
208.778
134.84
337.976
123.795
294.974
206.261
163.457
65.4968
164.307
63.335
118.765
101.206
94.2442
124.362
131.133
214.999
240.101
75.9746
151.251
193.734
178.581
168.875
185.544
76.0561
105.598
170.47
97.2671
175.204
176.078
95.676
51.7381
187.873
181.452
71.0504
189.941
237
226.002
202.903
221.031
125.66
225.619
117.223
171.947
194.461
145.821
214.75
58.6717
372.694
66.6864
371.344
224.429
